,alibaba-ap-south-1,alibaba-ap-southeast-2,alibaba-ap-southeast-3,alibaba-ap-southeast-5,alibaba-cn-chengdu,alibaba-cn-huhehaote,alibaba-cn-qingdao,alibaba-cn-zhangjiakou,alibaba-eu-central-1,alibaba-eu-west-1,alibaba-me-east-1,alibaba-us-east-1,alibaba-us-west-1,aws-af-south-1,aws-ap-east-1,aws-ap-northeast-1,aws-ap-northeast-2,aws-ap-northeast-3,aws-ap-south-1,aws-ap-southeast-1,aws-ap-southeast-2,aws-ca-central-1,aws-eu-central-1,aws-eu-north-1,aws-eu-south-1,aws-eu-west-1,aws-eu-west-2,aws-eu-west-3,aws-me-south-1,aws-sa-east-1,aws-us-east-1,aws-us-east-2,aws-us-west-1,aws-us-west-2,azure-australiacentral,azure-australiaeast,azure-australiasoutheast,azure-brazilsouth,azure-canadacentral,azure-canadaeast,azure-centralindia,azure-centralus,azure-eastasia,azure-eastus2,azure-francecentral,azure-germanywestcentral,azure-japaneast,azure-japanwest,azure-koreacentral,azure-koreasouth,azure-northcentralus,azure-northeurope,azure-norwayeast,azure-southafricanorth,azure-southcentralus,azure-southeastasia,azure-southindia,azure-switzerlandnorth,azure-uaenorth,azure-uksouth,azure-ukwest,azure-westcentralus,azure-westeurope,azure-westus2,gcp-asia-east1,gcp-asia-east2,gcp-asia-northeast1,gcp-asia-northeast2,gcp-asia-northeast3,gcp-asia-south1,gcp-asia-southeast1,gcp-asia-southeast2,gcp-australia-southeast1,gcp-europe-central2,gcp-europe-north1,gcp-europe-west1,gcp-europe-west2,gcp-europe-west3,gcp-europe-west4,gcp-europe-west6,gcp-northamerica-northeast1,gcp-southamerica-east1,gcp-us-central1,gcp-us-east1,gcp-us-east4,ibm-au-syd,ibm-br-sao,ibm-ca-tor,ibm-eu-de,ibm-eu-gb,ibm-jp-osa,ibm-jp-tok,ibm-us-east,ibm-us-south,tencent-ap-bangkok,tencent-ap-beijing,tencent-ap-chengdu,tencent-ap-chongqing,tencent-ap-guangzhou,tencent-ap-hongkong,tencent-ap-jakarta,tencent-ap-mumbai,tencent-ap-nanjing,tencent-ap-seoul,tencent-ap-singapore,tencent-ap-tokyo,tencent-eu-frankfurt,tencent-na-ashburn,tencent-na-siliconvalley,tencent-na-toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-northeast2,133.572,128.889,90.616,92.914,93.011,85.702,89.060,80.545,244.167,224.282,155.816,156.542,115.585,382.077,53.094,10.826,33.012,2.848,121.884,76.052,123.680,176.712,239.519,255.164,252.750,235.746,228.907,235.936,182.692,280.124,164.734,164.937,124.228,124.457,134.803,129.528,140.865,278.370,163.964,168.717,145.674,148.156,51.104,158.501,238.370,234.657,11.292,2.682,27.935,27.498,145.871,239.906,264.378,375.937,141.214,76.495,145.093,235.456,156.549,226.170,232.057,129.663,229.961,108.000,38.639,50.727,9.296,0.362,31.693,135.273,80.221,94.358,128.224,254.335,257.673,233.112,225.053,243.033,235.230,245.726,158.864,260.036,152.587,168.893,157.796,124.884,271.690,147.198,252.081,236.894,16.554,9.697,166.504,145.010,112.437,74.430,78.018,116.459,60.947,44.492,93.183,129.313,97.573,31.740,81.781,10.876,242.760,160.316,115.247,159.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-northeast3,121.202,147.857,99.987,86.537,196.219,246.149,196.565,83.934,256.309,227.279,145.728,175.323,134.983,395.395,36.516,33.513,3.291,28.464,131.731,77.463,147.716,190.803,257.111,271.594,265.440,249.893,242.824,250.976,174.787,291.101,182.632,185.520,135.069,144.743,152.176,147.147,158.772,290.385,179.982,182.999,125.201,165.689,39.080,185.542,240.572,238.599,29.640,23.949,2.943,7.263,164.792,240.006,258.463,387.709,164.122,70.785,127.634,241.599,145.933,231.956,231.571,145.816,233.487,126.407,35.990,37.087,32.538,31.813,0.445,119.850,69.696,81.317,148.190,270.561,273.174,248.884,244.850,256.236,253.007,262.486,177.276,279.504,171.972,187.018,170.271,149.239,290.717,166.701,270.161,256.056,39.751,32.200,189.681,165.535,98.456,224.072,239.435,245.793,213.476,35.754,98.907,121.926,217.947,2.826,72.107,33.383,256.977,172.419,134.403,172.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-south1,3.220,154.094,112.682,75.179,232.708,219.339,229.122,202.054,130.975,205.427,28.100,213.306,231.594,224.365,91.793,135.388,128.225,134.985,2.019,61.586,152.955,217.957,131.947,159.732,122.930,152.243,144.102,137.873,38.936,328.071,209.321,219.054,236.072,229.380,166.080,158.514,174.180,313.853,217.121,220.443,3.838,242.442,102.195,208.350,129.744,129.339,141.340,130.235,144.312,132.789,221.707,141.517,154.954,272.546,236.039,74.818,47.619,130.626,28.593,133.216,136.323,242.981,134.069,237.752,104.294,90.984,133.252,135.263,119.904,0.318,59.751,73.906,154.691,152.595,169.442,135.366,139.638,138.269,143.984,140.588,220.233,322.010,232.283,225.652,208.847,185.692,370.022,257.455,214.333,217.340,145.937,136.838,259.340,262.834,87.461,259.732,300.977,316.103,261.078,91.527,74.816,2.192,258.699,138.635,61.367,137.819,137.498,214.277,230.909,221.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-southeast1,61.341,93.547,9.289,15.890,76.516,98.950,80.835,90.127,202.625,204.694,99.647,236.983,183.758,354.237,37.290,79.159,72.528,74.472,60.637,1.658,93.023,239.528,201.813,220.343,207.777,208.304,205.047,202.190,108.796,346.948,224.630,233.680,188.370,190.667,94.523,91.836,94.892,336.266,230.088,227.823,62.291,211.695,35.862,231.324,173.761,173.536,77.041,79.378,69.414,68.532,208.127,185.196,196.772,317.261,204.748,1.839,69.790,165.626,81.436,177.226,178.588,187.936,179.080,168.915,48.504,35.930,75.746,80.226,69.842,59.904,0.560,12.542,93.996,211.339,223.133,194.860,202.777,189.982,207.472,185.172,224.402,327.861,206.511,232.192,222.592,126.422,352.427,233.530,213.919,216.574,81.090,73.923,238.526,212.981,27.750,80.633,73.520,79.936,47.930,36.653,16.298,61.245,70.775,71.906,1.538,81.942,189.565,233.162,183.042,226.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-southeast2,73.494,106.207,57.581,3.689,90.772,224.595,226.869,102.260,201.398,218.947,98.449,232.526,192.370,358.129,48.484,94.369,86.038,86.197,73.766,14.636,108.452,253.797,214.723,239.332,214.327,228.149,212.271,212.778,121.056,349.847,247.073,237.950,204.009,193.468,109.138,105.347,106.801,343.272,242.680,239.499,86.267,219.638,48.657,236.247,186.783,182.984,88.982,91.549,80.746,81.245,222.649,199.689,210.830,328.833,216.102,14.345,83.979,185.949,93.761,189.915,189.233,204.576,188.137,183.656,53.765,48.296,93.858,94.359,81.386,73.929,12.657,0.381,108.299,227.059,240.524,205.679,211.393,209.567,207.310,197.069,234.803,342.199,214.158,244.029,231.672,139.306,356.504,243.939,225.783,228.436,95.527,90.116,249.979,226.296,42.155,214.034,247.122,237.075,209.930,48.877,2.358,73.830,211.414,87.333,16.071,94.924,205.601,229.733,192.643,231.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-australia-southeast1,153.826,2.348,102.242,108.365,252.381,191.349,236.657,183.383,279.459,283.534,179.443,194.146,145.388,424.356,129.350,122.474,162.383,150.144,153.983,94.739,2.014,208.633,279.228,292.698,286.616,272.996,264.513,270.850,203.733,310.231,198.531,200.407,145.607,157.935,8.830,3.328,14.552,305.445,204.333,203.828,160.893,180.240,125.797,196.950,260.319,259.114,122.663,128.738,146.712,147.123,182.240,259.450,279.335,398.208,174.166,92.187,163.568,258.901,170.934,250.837,253.929,160.627,254.350,154.006,136.982,128.999,122.510,128.447,148.241,154.700,94.001,108.510,0.401,293.375,292.826,272.317,263.459,279.310,271.398,284.526,197.779,290.001,176.044,199.749,193.266,2.019,309.786,203.023,270.350,261.922,125.276,121.078,205.082,171.147,121.248,238.628,248.329,234.076,234.344,128.506,108.500,153.575,236.558,156.771,94.788,122.982,278.146,193.655,145.545,191.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-central2,159.584,293.498,192.979,223.566,251.975,236.561,234.653,230.653,22.139,28.520,128.185,101.593,168.788,184.717,254.465,245.371,276.774,255.011,137.446,212.325,303.217,103.449,16.401,33.144,26.073,38.394,29.513,24.932,116.698,212.562,101.867,112.652,170.491,181.479,275.354,272.246,275.846,211.370,111.887,114.506,152.498,140.229,214.462,106.242,24.065,16.631,239.894,247.498,252.582,250.130,119.657,36.480,38.015,185.494,135.212,191.643,177.987,21.189,150.819,29.085,31.563,153.094,23.804,165.030,259.406,248.136,244.831,254.347,270.581,151.240,211.389,227.109,293.501,0.403,19.271,22.082,27.034,15.455,21.724,20.442,101.757,214.604,124.173,113.792,101.255,280.439,218.518,112.209,18.869,30.845,253.658,244.236,103.244,139.011,245.992,219.566,317.560,308.537,231.110,240.644,279.377,145.183,254.796,287.521,211.794,245.438,15.118,101.590,163.438,110.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-north1,163.235,294.488,203.552,241.846,235.440,233.732,231.766,250.813,34.263,37.654,145.359,102.908,168.645,197.090,268.976,247.504,280.063,253.829,162.000,229.946,304.515,117.408,31.297,12.662,43.476,46.714,38.165,35.761,130.490,218.629,103.082,115.391,170.100,178.994,284.864,278.331,282.438,213.603,119.634,122.859,169.374,145.720,236.445,109.469,39.361,33.546,244.045,254.938,263.074,255.296,123.709,45.526,19.498,197.514,143.117,211.107,202.673,34.427,174.054,38.926,39.682,150.525,31.153,172.458,274.224,252.077,244.242,257.614,273.253,169.449,226.250,240.706,292.846,19.383,0.347,31.371,40.482,33.972,30.689,33.705,114.476,216.849,125.208,116.068,102.955,286.261,219.284,124.644,34.240,43.549,264.623,250.267,109.682,144.133,259.356,243.168,324.060,324.898,252.192,259.949,280.474,163.709,260.298,295.138,223.018,247.147,33.449,102.872,168.456,123.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-west1,136.653,272.310,179.566,208.663,246.616,216.485,233.004,225.589,8.795,12.008,119.324,81.113,148.590,165.620,253.021,225.753,253.758,231.538,130.954,194.366,281.906,83.520,11.634,30.782,20.575,19.910,10.071,5.383,100.381,191.991,80.880,90.625,149.915,158.729,263.821,258.316,261.475,190.299,91.516,93.476,135.984,120.132,214.567,85.199,15.137,14.966,225.920,235.035,240.371,235.977,99.313,15.658,36.875,166.655,120.468,177.294,184.453,21.218,141.900,7.399,10.304,126.341,10.603,147.243,252.995,228.576,223.382,233.155,248.991,135.376,197.854,205.724,272.292,22.067,31.436,0.526,7.244,7.852,7.230,13.808,82.001,193.529,103.135,92.911,80.975,267.841,194.494,90.517,20.164,8.349,241.609,233.465,80.160,114.220,221.103,271.761,292.100,302.985,229.666,234.000,255.161,139.343,256.466,264.126,194.048,224.643,7.540,81.007,142.462,90.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-west2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-west3,131.326,279.884,198.205,206.179,224.102,217.974,206.656,199.484,2.039,16.607,113.229,87.268,154.845,171.171,235.068,231.355,262.348,241.389,123.658,191.926,289.784,89.483,2.047,27.171,11.592,25.596,16.387,10.880,103.384,199.477,87.838,98.246,154.688,165.756,264.813,258.160,262.992,197.061,99.051,100.555,130.208,127.106,202.547,91.786,9.540,2.311,226.220,232.657,238.541,235.973,105.531,22.264,30.169,170.938,120.936,177.284,170.802,6.973,144.628,14.724,17.910,136.310,10.146,154.518,233.901,227.319,229.920,243.019,256.224,138.353,189.954,209.120,279.130,15.364,33.930,7.821,13.529,0.446,7.180,6.920,89.107,200.428,110.621,100.048,87.526,263.335,196.086,94.864,1.786,13.881,237.646,235.213,86.292,120.131,216.242,200.220,291.952,278.760,218.525,232.511,257.501,131.650,219.365,273.042,190.185,232.068,1.059,87.562,149.109,97.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-west4,145.136,270.935,193.766,220.540,245.913,228.698,219.028,212.134,8.925,12.880,119.727,87.984,152.202,165.331,246.333,224.042,253.668,235.684,130.188,197.642,283.749,85.534,9.269,24.553,18.503,19.844,10.083,14.135,108.679,198.065,85.515,96.238,152.035,163.746,259.381,256.216,262.088,194.581,93.603,96.227,136.436,123.650,206.634,90.073,14.012,10.872,224.889,236.538,238.136,236.696,100.354,19.346,29.619,171.926,120.986,185.574,179.841,15.253,142.462,11.760,13.045,131.252,5.489,144.728,252.920,231.008,222.751,235.258,253.353,146.128,209.120,207.544,271.449,21.674,30.616,7.298,10.293,7.308,0.304,14.287,84.178,199.798,102.657,99.398,87.442,269.742,205.763,91.434,9.283,10.843,246.017,241.197,86.237,118.938,221.384,263.717,282.702,300.575,233.793,234.103,268.043,144.695,229.125,267.722,203.833,227.765,7.420,87.591,140.909,92.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-europe-west6,127.134,285.518,170.808,205.567,203.561,228.901,203.133,203.228,12.683,22.756,108.178,94.619,159.387,171.224,238.021,239.985,265.024,249.839,122.046,190.745,294.749,94.018,7.410,28.587,6.464,26.497,20.277,13.682,96.655,205.594,92.927,104.022,162.596,172.362,263.251,257.659,261.099,202.624,102.232,105.621,126.029,131.868,204.782,97.664,15.972,7.346,226.348,236.089,240.428,238.010,110.392,28.258,34.536,167.725,125.201,173.061,172.389,2.268,131.647,21.844,22.828,140.182,16.174,156.367,237.208,229.389,235.478,245.766,262.546,140.619,186.310,197.182,284.362,20.554,33.698,14.796,19.746,6.951,14.319,0.602,94.414,205.709,115.086,105.527,93.515,263.580,214.500,101.436,17.826,24.134,241.834,236.233,102.742,132.444,225.904,206.182,291.789,309.276,216.582,215.060,258.604,132.658,241.742,276.932,198.849,240.979,7.409,94.356,155.993,101.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-northamerica-northeast1,213.713,197.951,224.671,238.628,233.142,229.356,226.870,226.031,88.493,78.318,195.803,14.897,75.958,250.511,193.578,152.751,178.752,160.028,209.290,230.089,210.033,2.215,91.054,109.746,98.990,86.189,76.989,85.211,180.220,125.866,14.760,24.586,76.708,85.174,204.372,203.984,211.326,132.517,8.664,4.413,224.803,67.760,199.001,22.517,97.845,97.745,158.741,168.914,178.874,179.143,21.050,86.811,121.162,257.971,49.522,232.203,259.201,101.915,222.788,86.474,87.298,49.546,91.614,67.299,178.635,190.807,151.389,158.796,177.318,220.272,229.363,234.837,197.824,101.777,114.416,82.009,78.052,89.108,84.159,94.483,0.478,127.384,29.246,26.486,14.637,209.100,140.852,8.924,94.651,82.851,154.770,144.303,20.905,40.911,255.848,231.611,244.867,241.521,223.588,191.129,237.664,219.269,213.041,194.033,224.529,155.670,87.503,13.869,68.257,9.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-southamerica-east1,323.055,291.496,333.013,343.800,344.369,334.456,329.287,338.102,200.900,202.326,304.388,114.788,161.967,345.362,294.956,253.221,282.417,259.522,319.016,330.181,294.643,128.764,201.402,214.516,210.632,199.587,191.349,194.608,290.812,1.586,115.398,125.810,165.672,187.289,305.582,299.864,318.284,4.473,132.319,134.157,320.311,147.390,309.967,116.214,196.516,196.709,267.188,273.961,293.017,289.518,133.676,184.678,212.369,343.645,140.728,329.054,357.810,201.684,320.921,183.931,186.147,161.750,192.615,177.636,282.387,293.138,257.160,260.049,280.750,322.072,327.909,342.084,290.052,214.636,216.752,193.511,190.482,200.684,199.823,205.923,127.322,0.315,137.049,116.502,114.876,299.535,2.581,139.536,202.011,185.342,273.173,263.059,117.758,137.964,353.946,323.394,349.514,333.282,370.090,291.907,346.687,327.397,385.548,310.467,323.339,255.249,200.814,114.844,162.774,136.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-us-central1,231.869,176.647,196.142,222.601,209.574,215.529,217.530,217.801,108.498,110.919,211.982,24.507,48.556,255.210,172.079,147.015,175.415,151.782,229.538,205.610,185.044,29.748,109.499,123.170,120.650,103.416,95.058,101.356,198.652,140.471,27.363,27.596,48.070,63.676,189.364,184.353,195.713,143.013,30.632,33.310,232.861,48.036,182.032,32.916,114.609,116.140,148.069,155.129,173.221,172.112,11.903,100.017,131.381,258.431,35.639,216.322,281.640,119.280,237.179,101.292,101.785,32.699,106.606,54.522,157.441,176.102,145.784,152.688,172.015,232.002,206.270,214.144,176.076,124.166,125.159,103.131,94.769,110.754,102.630,115.101,29.254,137.140,0.555,30.761,24.401,189.502,147.905,36.764,122.916,112.399,156.873,149.173,33.717,16.178,235.372,283.269,228.690,242.909,210.280,176.252,216.982,237.345,298.364,184.383,205.780,147.238,110.397,24.092,40.367,23.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-us-east1,222.476,198.743,225.053,247.186,240.996,234.183,243.523,224.169,100.876,89.746,205.483,14.232,70.249,243.873,202.904,162.680,189.839,167.775,222.892,232.146,203.734,34.086,101.540,115.482,110.381,99.626,90.551,94.570,190.513,129.575,21.005,31.338,72.190,85.903,201.932,207.120,218.728,124.831,36.192,39.139,221.214,45.402,198.327,19.363,107.545,100.644,157.234,162.168,189.876,189.172,30.517,89.615,117.394,252.817,33.234,227.894,261.310,108.833,230.292,94.105,91.679,59.924,101.085,72.399,186.940,199.383,161.783,168.079,187.113,225.709,232.248,243.990,199.716,113.810,116.039,92.833,90.145,99.953,99.403,105.560,26.450,116.560,30.991,0.501,14.080,214.868,125.273,36.090,105.710,89.618,167.648,160.092,14.055,37.180,258.143,225.129,250.961,239.148,276.790,200.184,246.627,226.106,221.177,194.403,238.100,161.894,99.711,14.377,70.847,42.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-us-east4,214.204,193.458,219.195,231.296,224.522,225.189,227.424,225.089,89.934,79.710,190.617,1.421,69.111,232.613,188.962,147.979,176.354,154.573,205.045,221.037,203.970,15.340,90.607,102.336,98.725,86.898,78.433,82.663,178.439,116.089,1.757,12.422,69.903,78.551,206.258,198.033,207.495,115.788,19.311,22.115,214.124,54.955,193.740,5.605,87.785,88.626,150.635,157.814,175.028,180.599,19.684,76.183,104.376,236.005,36.063,227.021,248.526,94.707,218.388,76.900,79.377,45.496,84.670,62.340,182.827,186.384,146.904,157.805,170.160,208.728,222.808,231.822,193.154,101.300,103.248,80.987,77.852,87.549,87.848,93.753,14.534,114.934,24.316,14.139,0.351,204.622,114.878,22.437,93.911,76.909,147.753,146.969,1.289,32.803,248.251,213.024,271.500,243.983,237.996,186.806,229.161,209.156,214.448,190.520,224.298,148.195,87.259,1.618,63.312,22.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-au-syd,152.981,1.947,98.636,105.160,466.361,479.709,457.649,460.601,275.218,268.048,404.927,206.838,142.060,406.503,127.001,116.280,161.476,152.399,250.783,146.166,1.834,223.977,262.706,282.497,263.756,273.475,268.690,270.713,354.281,317.015,211.641,220.307,163.107,173.629,8.545,2.609,14.081,379.213,262.160,278.591,203.135,243.819,156.531,265.324,297.823,301.988,151.061,146.460,146.615,149.611,252.577,307.147,323.562,441.902,235.841,153.150,183.166,294.056,223.574,298.722,305.082,225.109,304.742,213.183,134.610,126.198,122.393,124.878,149.453,185.568,126.485,139.636,2.755,280.487,286.108,267.872,261.904,263.422,269.768,263.689,209.065,301.332,189.528,215.682,204.985,0.390,330.203,199.152,247.263,259.024,120.571,117.049,221.629,181.079,120.809,294.726,342.615,369.502,314.806,144.739,104.505,153.806,340.926,150.818,92.670,115.876,247.695,208.979,157.407,209.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-br-sao,331.718,309.387,348.950,364.847,346.402,321.477,345.692,323.112,221.796,189.460,309.448,120.059,192.578,335.617,321.461,267.297,297.784,279.086,328.863,343.926,320.984,147.218,199.509,216.312,199.640,210.449,204.426,208.045,282.709,3.639,132.921,143.073,181.389,188.490,390.886,383.741,397.048,4.841,129.712,138.221,379.873,149.504,336.561,113.625,184.753,193.150,309.431,308.800,304.220,308.266,137.176,170.888,207.212,344.267,140.140,354.368,380.857,196.296,375.054,179.104,180.878,305.935,186.082,300.853,315.039,314.584,263.869,274.030,289.299,370.006,349.641,358.126,309.789,218.490,218.330,194.477,185.358,195.930,205.843,214.463,140.550,2.633,147.873,125.353,114.473,330.166,0.395,136.916,189.142,196.414,279.927,272.835,117.745,143.139,382.511,334.455,338.475,350.754,338.625,323.303,361.049,333.705,326.784,310.732,358.142,278.103,211.178,118.213,178.149,134.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
